permit_number,StreetName,Cross Street 1,Cross Street 2,Utility Contractor,Permit Reason,Utility Type,Effective Date,Expiration Date,Status,cnn
18EXC-2627,PRESIDIO AVE,WASHINGTON ST,CLAY ST,Pacific Gas & Electric,Replace/Repair Box,Electric,06/25/2018 12:00:00 AM,07/23/2018 12:00:00 AM,APPROVED,10763000
18EXC-2597,HOWARD ST,RUSS ST,MOSS ST,San Francisco Water Department,Repair Service,Water Service,06/01/2018 12:00:00 AM,07/15/2018 12:00:00 AM,ACTIVE,7045000
18EXC-2159,BAY SHORE BLVD,CARROLL AVE \ THORNTON AVE,QUINT ST,Pacific Gas & Electric,Corrosion Testing,Gas,06/04/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,2806000
18EXC-2389,CLIPPER ST,DIAMOND HEIGHTS BLVD,,A. Ruiz Construction Co.,Pavement Preservation,Pavement Preservation:Street / Roadway,06/02/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,22336000
18EXC-2650,FELTON ST,AMHERST ST,YALE ST,Pacific Gas & Electric,Spot Paving,Gas,06/05/2018 12:00:00 AM,07/03/2018 12:00:00 AM,APPROVED,5474000
18EXC-2159,BAY SHORE BLVD,CARROLL AVE \ THORNTON AVE,,Pacific Gas & Electric,Corrosion Testing,Gas,06/04/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,20645000
18EXC-2651,PACIFIC AVE,MASON ST,AUBURN ST,San Francisco Water Department,Install New Service,Water Service,06/11/2018 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,10135000
16EXC-2919,ANNAPOLIS TER,TURK BLVD,,Shaw Pipeline Inc.,Reconstruct Pavement,Bulb Out:Catch Basin:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Curb Ramp:Traffic Signal:Sewer,07/26/2016 12:00:00 AM,07/25/2018 12:00:00 AM,APPROVED,26395000
17EXC-2772,06TH ST,STEVENSON ST,JESSIE ST,Bay Area Lightworks,Place Conduit,Bulb Out:Electric:Curb Ramp:Sewer,11/01/2017 12:00:00 AM,09/28/2018 12:00:00 AM,APPROVED,327000
18EXC-2661,STOCKTON ST,JACKSON ST,PACIFIC AVE,Pacific Gas & Electric,Repair Conduit,Electric,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,12207000
18EXC-2570,PAGE ST,FILLMORE ST,STEINER ST,San Francisco Water Department,Install New Service,Water Service,05/31/2018 12:00:00 AM,07/14/2018 12:00:00 AM,ACTIVE,10175000
18EXC-2382,OAK ST,WEBSTER ST,FILLMORE ST,Pacific Gas & Electric,Repair Main,Gas,05/25/2018 12:00:00 AM,06/25/2018 12:00:00 AM,ACTIVE,9756000
18EXC-2170,ALEMANY BLVD,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,END,Pacific Gas & Electric,Corrosion Testing,Gas,07/16/2018 12:00:00 AM,08/31/2018 12:00:00 AM,ACTIVE,2157203
18EXC-2324,POST ST,BRODERICK ST,BAKER ST,San Francisco Water Department,Install New Service,Water Service,05/18/2018 12:00:00 AM,07/01/2018 12:00:00 AM,ACTIVE,10654000
18EXC-2385,SACRAMENTO ST,FRONT ST,BATTERY ST,"Astound Broadband, LLC",Place Conduit,Data,06/04/2018 12:00:00 AM,06/18/2018 12:00:00 AM,APPROVED,11222000
15EXC-6543,20TH ST,MICHIGAN ST,ILLINOIS ST,SBC - Pacific Bell Engineering,Repair Conduit,Telephone,11/13/2105 12:00:00 AM,12/27/2105 12:00:00 AM,APPROVED,1025000
18EXC-2659,CORNWALL ST,ARGUELLO BLVD,02ND AVE,Pacific Gas & Electric,Repair Leak,Gas,06/04/2018 12:00:00 AM,07/02/2018 12:00:00 AM,APPROVED,4404000
17EXC-1449,12TH ST,STEVENSON ST,MISSION ST \ OTIS ST \ SOUTH VAN NESS AVE,Walsh Construction Company,Other,Bulb Out:Other:Water Service:Electric:Landscaping:Street Light:Street / Roadway:Sidewalk/Curb:AWSS:Traffic Signal:Sewer,05/25/2017 12:00:00 AM,10/15/2019 12:00:00 AM,APPROVED,541000
18EXC-2484,VERMONT ST,18TH ST,19TH ST,San Francisco Water Department,Install New Service,Water Service,06/01/2018 12:00:00 AM,07/15/2018 12:00:00 AM,APPROVED,13214000
18EXC-1493,BRODERICK ST,WASHINGTON ST,JACKSON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,3209000
18EXC-1531,20TH ST,FOLSOM ST,SHOTWELL ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1052000
18EXC-1493,WASHINGTON ST,BAKER ST,LYON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,13444000
18EXC-1531,19TH ST,TREAT AVE,FOLSOM ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,967000
18EXC-1531,18TH ST,SOUTH VAN NESS AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24132000
18EXC-1295,ELIZABETH ST,CHURCH ST,NELLIE ST,Pacific Gas & Electric,Replace Main,Gas,06/18/2018 12:00:00 AM,08/16/2018 12:00:00 AM,APPROVED,5142000
17EXC-1100,14TH AVE,PARK BLVD,LAKE ST,"JMB Construction, Inc.",Install New Main,Water Service:Street / Roadway:Curb Ramp:Sewer,03/31/2017 12:00:00 AM,08/19/2018 12:00:00 AM,APPROVED,552000
18EXC-1493,JACKSON ST,SCOTT ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26853000
18EXC-2682,22ND ST,TENNESSEE ST,,Pacific Gas & Electric,Replace Pole,Electric,10/01/2018 12:00:00 AM,10/29/2018 12:00:00 AM,APPROVED,23558000
18EXC-1531,22ND ST,TREAT AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,23997000
18EXC-1493,BAKER ST,JACKSON ST,PACIFIC AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,2625000
14EXC-0535,STOCKTON ST,OFARRELL ST,GEARY ST,Tutor Perini Corporation,Other,Other,01/27/2014 12:00:00 AM,12/31/2018 12:00:00 AM,APPROVED,12195000
18EXC-1493,BROADWAY,DIVISADERO ST,BRODERICK ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,3183000
18EXC-1493,JACKSON ST,LYON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26885000
18EXC-1531,FOLSOM ST,18TH ST,19TH ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,5693000
17EXC-1306,AVILA ST,CHESTNUT ST,,"Bauman Landscape Construction, Inc.",Replace Service,Street / Roadway:Sidewalk/Curb:Curb Ramp:Traffic Signal:Sewer,03/31/2017 12:00:00 AM,09/27/2018 12:00:00 AM,APPROVED,26969000
18EXC-0386,OAKDALE AVE,PATTERSON ST,,CableCom,Install New Service,Cable TV,05/21/2018 12:00:00 AM,07/04/2018 12:00:00 AM,ACTIVE,20817000
18EXC-1531,21ST ST,FOLSOM ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24079000
18EXC-1531,21ST ST,TREAT AVE,FOLSOM ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1104000
18EXC-1531,SOUTH VAN NESS AVE,19TH ST,20TH ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,12026000
18EXC-2656,PIERCE ST,CAPRA WAY,BEACH ST,San Francisco Water Department,Install New Service,Water Service,06/06/2018 12:00:00 AM,07/20/2018 12:00:00 AM,ACTIVE,10449000
18EXC-2421,SUNNYDALE AVE,PEABODY ST,RUTLAND ST,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,12259000
18EXC-2421,DELTA ST,VISITACION AVE,MELRA CT \ SUNNYDALE AVE,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,4710000
18EXC-1531,18TH ST,SHOTWELL ST,SOUTH VAN NESS AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,875000
18EXC-1493,LYON ST,CLAY ST,WASHINGTON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,8571000
18EXC-1493,PACIFIC AVE,SCOTT ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26857000
18EXC-1493,CLAY ST,BRODERICK ST,BAKER ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,4117000
18EXC-1493,LYON ST,PACIFIC AVE,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26886000
18EXC-1531,19TH ST,FOLSOM ST,SHOTWELL ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,968000
18EXC-2421,MELRA CT,DELTA ST \ SUNNYDALE AVE,END,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,8945000
18EXC-1493,DIVISADERO ST,WASHINGTON ST,JACKSON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,4820000
18EXC-2686,FELL ST,PIERCE ST,SCOTT ST,Pacific Gas & Electric,Replace/Repair Box,Electric,06/25/2018 12:00:00 AM,07/23/2018 12:00:00 AM,APPROVED,5449000
18EXC-1295,24TH ST,CHATTANOOGA ST,CHURCH ST,Pacific Gas & Electric,Replace Main,Gas,06/18/2018 12:00:00 AM,08/16/2018 12:00:00 AM,APPROVED,1358000
18EXC-1531,22ND ST,FOLSOM ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24077000
18EXC-2668,WHEELER AVE,LATHROP AVE,END,Pacific Gas & Electric,Repair Leak,Gas,06/05/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,13598000
18EXC-1531,FOLSOM ST,21ST ST,22ND ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,5696000
18EXC-1493,BRODERICK ST,PACIFIC AVE,BROADWAY,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,3211000
18EXC-1493,PACIFIC AVE,RAYCLIFF TER,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26866000
18EXC-1531,MISTRAL ST,HARRISON ST,TREAT AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,9219000
18EXC-1493,DIVISADERO ST,JACKSON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26855000
18EXC-1531,21ST ST,TREAT AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,23999000
18EXC-1531,HARRISON ST,MISTRAL ST,20TH ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,6752000
18EXC-2638,DOLORES TER,END,DOLORES ST,Pacific Gas & Electric,Repair Service,Gas,06/11/2018 12:00:00 AM,07/09/2018 12:00:00 AM,APPROVED,4891000
18EXC-1531,22ND ST,TREAT AVE,FOLSOM ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1186000
18EXC-2490,DIAMOND ST,JERSEY ST,25TH ST,San Francisco Water Department,Install New Service,Water Service,06/01/2018 12:00:00 AM,07/15/2018 12:00:00 AM,APPROVED,4747000
18EXC-2665,NEY ST,CONGDON ST,TRUMBULL ST,Pacific Gas & Electric,Repair Leak,Gas,06/05/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,9590000
18EXC-1493,PACIFIC AVE,BRODERICK ST,BAKER ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,10161000
18EXC-1531,SHOTWELL ST,18TH ST,19TH ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,11836000
18EXC-2680,JACKSON ST,ADELE CT,POWELL ST,CableCom,Install New Service,Cable TV,06/06/2018 12:00:00 AM,07/04/2018 12:00:00 AM,APPROVED,7384000
18EXC-1295,CHURCH ST,ELIZABETH ST,24TH ST,Pacific Gas & Electric,Replace Main,Gas,06/18/2018 12:00:00 AM,08/16/2018 12:00:00 AM,APPROVED,4026000
18EXC-2653,KIRKHAM ST,31ST AVE,32ND AVE,J. Flores Construction Co.,Replace Main,Sewer,06/04/2018 12:00:00 AM,06/17/2018 12:00:00 AM,APPROVED,7869000
18EXC-1493,BROADWAY,NORMANDIE TER,DIVISADERO ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,3182000
18EXC-1493,BAKER ST,WASHINGTON ST,JACKSON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,2624000
18EXC-1493,PACIFIC AVE,RAYCLIFF TER,BRODERICK ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,10160000
18EXC-1531,19TH ST,SOUTH VAN NESS AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24129000
18EXC-1531,18TH ST,FOLSOM ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24126000
18EXC-1493,CLAY ST,SCOTT ST,DIVISADERO ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,4115000
18EXC-1493,DIVISADERO ST,WASHINGTON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26851000
18EXC-1493,BAKER ST,PACIFIC AVE,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26881000
18EXC-1493,LYON ST,PACIFIC AVE,BROADWAY,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,8574000
18EXC-1295,24TH ST,CHURCH ST,,Pacific Gas & Electric,Replace Main,Gas,06/18/2018 12:00:00 AM,08/16/2018 12:00:00 AM,APPROVED,25639000
18EXC-1531,18TH ST,HARRISON ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24051000
18EXC-1493,RAYCLIFF TER,PACIFIC AVE,END,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,10941000
18EXC-1531,18TH ST,HARRISON ST,TREAT AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,872000
18EXC-2421,CORA ST,VISITACION AVE,SUNNYDALE AVE \ TOMASO CT,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,4370000
18EXC-1531,21ST ST,SHOTWELL ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24080000
18EXC-1493,BROADWAY,BAKER ST,LYON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,3185000
18EXC-1531,20TH ST,FOLSOM ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24122000
18EXC-1493,DIVISADERO ST,SACRAMENTO ST,CLAY ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,4818201
18EXC-1531,19TH ST,FOLSOM ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24123000
18EXC-1493,LYON ST,WASHINGTON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26884000
18EXC-1531,HARRISON ST,20TH ST,21ST ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,6753000
18EXC-1531,19TH ST,HARRISON ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24039000
18EXC-1531,21ST ST,HARRISON ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,23998000
18EXC-1531,21ST ST,HARRISON ST,TREAT AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1103000
18EXC-1493,BRODERICK ST,CLAY ST,WASHINGTON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,3208000
18EXC-1531,HARRISON ST,19TH ST,MISTRAL ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,6751000
18EXC-1531,20TH ST,TREAT AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24036000
18EXC-1531,22ND ST,SHOTWELL ST,SOUTH VAN NESS AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1188000
18EXC-1493,BAKER ST,PACIFIC AVE,BROADWAY,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,2626000
18EXC-1493,BROADWAY,NORMANDIE TER,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,30820000
18EXC-1493,SCOTT ST,JACKSON ST,PACIFIC AVE,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,11707000
18EXC-1493,SCOTT ST,WASHINGTON ST,JACKSON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,11706000
18EXC-1493,DIVISADERO ST,PACIFIC AVE,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26858000
18EXC-1531,SHOTWELL ST,19TH ST,20TH ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,11837000
18EXC-1531,22ND ST,SOUTH VAN NESS AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24081000
18EXC-2421,RUTLAND ST,VISITACION AVE,SUNNYDALE AVE,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,11212000
18EXC-1493,BRODERICK ST,JACKSON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26861000
18EXC-1531,TREAT AVE,21ST ST,22ND ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,12687000
18EXC-1493,JACKSON ST,BRODERICK ST,BAKER ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,7409000
18EXC-2147,MARINA BLVD,AVILA ST \ CASA WAY,CERVANTES BLVD \ MARINA GREEN DR \ SCOTT ST,Pacific Gas & Electric,Corrosion Testing,Electric,06/25/2018 12:00:00 AM,07/23/2018 12:00:00 AM,APPROVED,8705101
18EXC-2421,DELTA ST,MELRA CT \ SUNNYDALE AVE,,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,20366000
18EXC-1531,SOUTH VAN NESS AVE,20TH ST,21ST ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,12027000
18EXC-2421,SUNNYDALE AVE,DELTA ST \ MELRA CT,SCHWERIN ST,"Minerva Construction, Inc.",Reconstruct Pavement,Bulb Out:Water Service:Landscaping:Street / Roadway:Curb Ramp:Sewer,06/08/2018 12:00:00 AM,11/30/2018 12:00:00 AM,APPROVED,12262000
18EXC-1493,BAKER ST,JACKSON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26863000
18EXC-1493,BROADWAY,LYON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26887000
18EXC-1531,20TH ST,SHOTWELL ST,SOUTH VAN NESS AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1053000
18EXC-1531,HARRISON ST,18TH ST,18TH ST,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,6748000
18EXC-2121,GILBERT ST,BRYANT ST,BRANNAN ST,San Francisco Water Department,Install New Service,Water Service,05/07/2018 12:00:00 AM,06/20/2018 12:00:00 AM,ACTIVE,6173000
18EXC-1531,22ND ST,HARRISON ST,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,23994000
18EXC-1531,19TH ST,HARRISON ST,TREAT AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,966000
18EXC-1531,21ST ST,SHOTWELL ST,SOUTH VAN NESS AVE,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,1106000
18EXC-0386,BAY SHORE BLVD,OAKDALE AVE,,CableCom,Install New Service,Cable TV,05/21/2018 12:00:00 AM,07/04/2018 12:00:00 AM,ACTIVE,20816000
18EXC-1493,WASHINGTON ST,BRODERICK ST,BAKER ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,13443000
18EXC-1493,CLAY ST,LYON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26848000
18EXC-1493,BAKER ST,WASHINGTON ST,,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,26862000
18EXC-1493,CLAY ST,DIVISADERO ST,BRODERICK ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,4116000
18EXC-1531,MISTRAL ST,TREAT AVE,,Empire Engineering & Construction Co.,Repair Sidewalk,Sidewalk/Curb,03/29/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,24041000
18EXC-1493,PACIFIC AVE,BAKER ST,LYON ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,10162000
18EXC-1493,WASHINGTON ST,DIVISADERO ST,BRODERICK ST,LC General Engineering & Construction,Repair Sidewalk,Sidewalk/Curb,03/28/2018 12:00:00 AM,07/06/2018 12:00:00 AM,APPROVED,13442000
